"No.","Time","Source","Destination","Protocol","Length","Info","dest (r)","dest(u)","src (r)","src(u)","New Column"
"180","20.999755","192.168.111.43","192.168.111.1","DNS","109","Standard query 0xf605 A f922c19cfe6041a18d23a0f79f564623.zephaniahdev.com","53","53","49546","49546","180"
"181","21.194618","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.202? Tell 192.168.111.75","","","","","181"
"182","21.600643","13.107.246.51","192.168.111.43","TCP","66","443  >  62381 [FIN, ACK] Seq=1 Ack=1 Win=92 Len=0 TSval=3898786214 TSecr=1036483558","62381","62381","443","443","182"
"183","21.600831","192.168.111.43","13.107.246.51","TCP","54","62381  >  443 [RST] Seq=1 Win=0 Len=0","443","443","62381","62381","183"
"184","21.659539","192.168.111.43","192.168.111.255","NBNS","92","Name query NB <01><02>__MSBROWSE__<02><01>","137","137","137","137","184"
"185","22.028097","192.168.111.43","192.168.111.1","DNS","109","Standard query 0xf605 A f922c19cfe6041a18d23a0f79f564623.zephaniahdev.com","53","53","49546","49546","185"
"186","22.726613","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.136? Tell 192.168.111.75","","","","","186"
"187","23.035015","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.51? Tell 192.168.111.75","","","","","187"
"188","23.159744","192.168.111.43","192.168.111.255","NBNS","92","Name query NB <01><02>__MSBROWSE__<02><01>","137","137","137","137","188"
"189","23.328735","192.168.111.1","192.168.111.43","DNS","175","Standard query response 0xf605 No such name A f922c19cfe6041a18d23a0f79f564623.zephaniahdev.com SOA ns1.dns-parking.com","49546","49546","53","53","189"
"190","23.328737","192.168.111.17","192.168.111.43","MDNS","86","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question","5353","5353","5353","5353","190"
"191","23.328737","13.107.213.51","192.168.111.43","TCP","66","443  >  62380 [FIN, ACK] Seq=1 Ack=1 Win=102 Len=0 TSval=1675272403 TSecr=363133912","62380","62380","443","443","191"
"192","23.328737","13.107.213.51","192.168.111.43","TCP","66","[TCP Retransmission] 443  >  62380 [FIN, ACK] Seq=1 Ack=1 Win=102 Len=0 TSval=1675272445 TSecr=363133912","62380","62380","443","443","192"
"193","23.328833","192.168.111.43","13.107.213.51","TCP","54","62380  >  443 [RST] Seq=1 Win=0 Len=0","443","443","62380","62380","193"
"194","23.328864","192.168.111.43","13.107.213.51","TCP","54","62380  >  443 [RST] Seq=1 Win=0 Len=0","443","443","62380","62380","194"
"195","23.335185","192.168.111.43","224.0.0.251","MDNS","406","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _apple-mobdev._tcp.local, ""QM"" question PTR 8fd907c8._sub._apple-mobdev2._tcp.local, ""QM"" question PTR _apple-pairable._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _rfb._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question OPT","5353","5353","5353","5353","195"
"196","23.335283","fe80::85a:4740:d8a5:8ac4","ff02::fb","MDNS","426","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _apple-mobdev._tcp.local, ""QM"" question PTR 8fd907c8._sub._apple-mobdev2._tcp.local, ""QM"" question PTR _apple-pairable._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _rfb._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question OPT","5353","5353","5353","5353","196"
"197","23.370145","Apple_1c:fe:8a","Broadcast","ARP","42","Who has 192.168.111.17? Tell 192.168.111.43","","","","","197"
"198","23.485786","13.107.213.51","192.168.111.43","TLSv1.2","129","[TCP Retransmission] , Application Data, Application Data","62380","62380","443","443","198"
"199","23.485904","192.168.111.43","13.107.213.51","TCP","54","62380  >  443 [RST] Seq=1 Win=0 Len=0","443","443","62380","62380","199"
"200","23.956278","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.136? Tell 192.168.111.75","","","","","200"
"201","24.308084","192.168.111.43","17.248.168.136","UDP","83","57505  >  443 Len=41","443","443","57505","57505","201"
"202","24.350547","17.248.168.136","192.168.111.43","UDP","73","443  >  57505 Len=31","57505","57505","443","443","202"
"203","25.184149","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.163? Tell 192.168.111.75","","","","","203"
"204","25.504449","192.168.111.153","224.0.0.251","MDNS","707","Standard query response 0x0000 PTR Jinghanâ\200\231s MacBook Air (3)._airplay._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 7000 Jinghans-MacBook-Air-4.local AAAA, cache flush fe80::14b1:b87c:9ecd:3901 A, cache flush 192.168.111.153 NSEC, cache flush Jinghanâ\200\231s MacBook Air (3)._airplay._tcp.local NSEC, cache flush Jinghans-MacBook-Air-4.local","5353","5353","5353","5353","204"
"205","25.797243","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.246? Tell 192.168.111.75","","","","","205"
"206","26.101839","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.17? Tell 192.168.111.75","","","","","206"
"207","26.423764","Ring_01:ae:4a","Broadcast","ARP","42","ARP Announcement for 192.168.111.51","","","","","207"
"208","26.714325","Intel_da:f4:da","Broadcast","ARP","42","Who has 192.168.111.1? Tell 192.168.111.222","","","","","208"
"209","27.027225","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.149? Tell 192.168.111.75","","","","","209"
"210","27.040138","192.168.111.43","17.248.168.104","UDP","83","58571  >  443 Len=41","443","443","58571","58571","210"
"211","27.057643","17.248.168.104","192.168.111.43","UDP","73","443  >  58571 Len=31","58571","58571","443","443","211"
"212","27.644662","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.93? Tell 192.168.111.75","","","","","212"
"213","27.949316","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.191? Tell 192.168.111.75","","","","","213"
"214","28.260874","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.17? Tell 192.168.111.75","","","","","214"
"215","28.370669","192.168.111.43","104.18.3.115","TCP","78","62444  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2728343878 TSecr=0 SACK_PERM","443","443","62444","62444","215"
"216","28.390916","104.18.3.115","192.168.111.43","TCP","74","443  >  62444 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM TSval=1450976905 TSecr=2728343878 WS=8192","62444","62444","443","443","216"
"217","28.391104","192.168.111.43","104.18.3.115","TCP","66","62444  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0 TSval=2728343899 TSecr=1450976905","443","443","62444","62444","217"
"218","28.391523","192.168.111.43","104.18.3.115","TLSv1.3","583","Client Hello (SNI=openrouter.ai)","443","443","62444","62444","218"
"219","28.411493","104.18.3.115","192.168.111.43","TCP","66","443  >  62444 [ACK] Seq=1 Ack=518 Win=131072 Len=0 TSval=1450976926 TSecr=2728343899","62444","62444","443","443","219"
"220","28.415722","104.18.3.115","192.168.111.43","TLSv1.3","1514","Server Hello, Change Cipher Spec","62444","62444","443","443","220"
"221","28.415724","104.18.3.115","192.168.111.43","TLSv1.3","1465","Application Data","62444","62444","443","443","221"
"222","28.415823","192.168.111.43","104.18.3.115","TCP","66","62444  >  443 [ACK] Seq=518 Ack=2848 Win=128960 Len=0 TSval=2728343923 TSecr=1450976930","443","443","62444","62444","222"
"223","28.419272","192.168.111.43","104.18.3.115","TLSv1.3","146","Change Cipher Spec, Application Data","443","443","62444","62444","223"
"224","28.419613","192.168.111.43","104.18.3.115","TLSv1.3","685","Application Data","443","443","62444","62444","224"
"225","28.419727","192.168.111.43","104.18.3.115","TLSv1.3","385","Application Data","443","443","62444","62444","225"
"226","28.439649","104.18.3.115","192.168.111.43","TCP","66","443  >  62444 [ACK] Seq=2848 Ack=1536 Win=131072 Len=0 TSval=1450976954 TSecr=2728343927","62444","62444","443","443","226"
"227","28.564123","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.19? Tell 192.168.111.75","","","","","227"
"228","28.771830","104.18.3.115","192.168.111.43","TLSv1.3","1130","Application Data, Application Data","62444","62444","443","443","228"
"229","28.772029","192.168.111.43","104.18.3.115","TCP","66","62444  >  443 [ACK] Seq=1536 Ack=3912 Win=129984 Len=0 TSval=2728344279 TSecr=1450977233","443","443","62444","62444","229"
"230","28.976248","104.18.3.115","192.168.111.43","TLSv1.3","104","Application Data","62444","62444","443","443","230"
"231","28.976439","192.168.111.43","104.18.3.115","TCP","66","62444  >  443 [ACK] Seq=1536 Ack=3950 Win=131008 Len=0 TSval=2728344484 TSecr=1450977487","443","443","62444","62444","231"
"232","29.178468","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.93? Tell 192.168.111.75","","","","","232"
"233","29.821367","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.93? Tell 192.168.111.75","","","","","233"
"234","29.837700","104.18.3.115","192.168.111.43","TLSv1.3","102","Application Data","62444","62444","443","443","234"
"235","29.837702","104.18.3.115","192.168.111.43","TCP","102","[TCP Retransmission] 443  >  62444 [PSH, ACK] Seq=3950 Ack=1536 Win=131072 Len=36 TSval=1450978172 TSecr=2728344484","62444","62444","443","443","235"
"236","29.837877","192.168.111.43","104.18.3.115","TCP","66","62444  >  443 [ACK] Seq=1536 Ack=3986 Win=131008 Len=0 TSval=2728345345 TSecr=1450977944","443","443","62444","62444","236"
"237","29.837964","192.168.111.43","104.18.3.115","TCP","78","[TCP Dup ACK 236#1] 62444  >  443 [ACK] Seq=1536 Ack=3986 Win=131008 Len=0 TSval=2728345345 TSecr=1450978172 SLE=3950 SRE=3986","443","443","62444","62444","237"
"238","29.863798","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62444","62444","443","443","238"
"239","29.863880","192.168.111.43","104.18.3.115","TCP","66","62444  >  443 [ACK] Seq=1536 Ack=4021 Win=131008 Len=0 TSval=2728345371 TSecr=1450978375","443","443","62444","62444","239"
"240","30.406955","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.51? Tell 192.168.111.75","","","","","240"
"241","30.406958","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62444","62444","443","443","241"
"242","30.407170","192.168.111.43","104.18.3.115","TCP","66","62444  >  443 [ACK] Seq=1536 Ack=4056 Win=131008 Len=0 TSval=2728345915 TSecr=1450978812","443","443","62444","62444","242"
"243","30.740960","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.102? Tell 192.168.111.75","","","","","243"
"244","30.921077","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62444","62444","443","443","244"
"245","30.921276","192.168.111.43","104.18.3.115","TCP","66","62444  >  443 [ACK] Seq=1536 Ack=4091 Win=131008 Len=0 TSval=2728346429 TSecr=1450979253","443","443","62444","62444","245"
"246","31.019546","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.184? Tell 192.168.111.75","","","","","246"
"247","31.338378","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62444","62444","443","443","247"
"248","31.338567","192.168.111.43","104.18.3.115","TCP","66","62444  >  443 [ACK] Seq=1536 Ack=4126 Win=131008 Len=0 TSval=2728346846 TSecr=1450979680","443","443","62444","62444","248"
"249","31.635070","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.51? Tell 192.168.111.75","","","","","249"
"250","31.786916","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62444","62444","443","443","250"
"251","31.787103","192.168.111.43","104.18.3.115","TCP","66","62444  >  443 [ACK] Seq=1536 Ack=4161 Win=131008 Len=0 TSval=2728347295 TSecr=1450980101","443","443","62444","62444","251"
"252","31.954441","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.102? Tell 192.168.111.75","","","","","252"
"253","32.158293","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62444","62444","443","443","253"
"254","32.158486","192.168.111.43","104.18.3.115","TCP","66","62444  >  443 [ACK] Seq=1536 Ack=4196 Win=131008 Len=0 TSval=2728347666 TSecr=1450980526","443","443","62444","62444","254"
"255","32.243866","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.203? Tell 192.168.111.75","","","","","255"
"256","32.341126","192.168.111.43","13.107.136.10","TLSv1.2","78","Application Data","443","443","62432","62432","256"
"257","32.342042","192.168.111.43","13.107.136.10","TCP","54","62432  >  443 [FIN, ACK] Seq=25 Ack=1 Win=4096 Len=0","443","443","62432","62432","257"
"258","32.456686","13.107.136.10","192.168.111.43","TCP","54","443  >  62432 [ACK] Seq=1 Ack=1 Win=16381 Len=0","62432","62432","443","443","258"
"259","32.456689","13.107.136.10","192.168.111.43","TCP","54","443  >  62432 [ACK] Seq=1 Ack=26 Win=16380 Len=0","62432","62432","443","443","259"
"260","32.563961","192.168.111.222","224.0.0.251","MDNS","254","Standard query response 0x0000 PTR DESKTOP-KUF1QTL._dosvc._tcp.local SRV 0 0 7680 DESKTOP-KUF1QTL.local TXT","5353","5353","5353","5353","260"
"261","32.586002","13.107.136.10","192.168.111.43","TCP","54","443  >  62432 [FIN, ACK] Seq=1 Ack=26 Win=16380 Len=0","62432","62432","443","443","261"
"262","32.586036","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62444","62444","443","443","262"
"263","32.586253","192.168.111.43","13.107.136.10","TCP","54","62432  >  443 [ACK] Seq=26 Ack=2 Win=4096 Len=0","443","443","62432","62432","263"
"264","32.586331","192.168.111.43","104.18.3.115","TCP","66","62444  >  443 [ACK] Seq=1536 Ack=4231 Win=131008 Len=0 TSval=2728348094 TSecr=1450980961","443","443","62444","62444","264"
"265","32.865576","fe80::bf68:824:4931:4751","ff02::fb","MDNS","113","Standard query 0x0000 ANY DESKTOP-KUF1QTL._dosvc._tcp.local, ""QM"" question","5353","5353","5353","5353","265"
"266","33.175930","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62444","62444","443","443","266"
"267","33.176123","192.168.111.43","104.18.3.115","TCP","66","62444  >  443 [ACK] Seq=1536 Ack=4266 Win=131008 Len=0 TSval=2728348684 TSecr=1450981375","443","443","62444","62444","267"
"268","33.280637","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62444","62444","443","443","268"
"269","33.280726","192.168.111.43","104.18.3.115","TCP","66","62444  >  443 [ACK] Seq=1536 Ack=4301 Win=131008 Len=0 TSval=2728348788 TSecr=1450981796","443","443","62444","62444","269"
"270","33.400469","ASUSTekCOMPU_1f:de:80","Apple_1c:fe:8a","ARP","42","Who has 192.168.111.43? Tell 192.168.111.1","","","","","270"
"271","33.400613","Apple_1c:fe:8a","ASUSTekCOMPU_1f:de:80","ARP","42","192.168.111.43 is at 3c:a6:f6:1c:fe:8a","","","","","271"
"272","33.482291","192.168.111.204","224.0.0.251","MDNS","128","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local","5353","5353","5353","5353","272"
"273","33.566389","192.168.111.43","224.0.0.251","MDNS","472","Standard query response 0x0000 TXT PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 60933 Zephaniahs-MacBook-Air.local AAAA, cache flush fe80::85a:4740:d8a5:8ac4 A, cache flush 192.168.111.43 NSEC, cache flush Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Zephaniahs-MacBook-Air.local OPT","5353","5353","5353","5353","273"
"274","33.566505","fe80::85a:4740:d8a5:8ac4","ff02::fb","MDNS","492","Standard query response 0x0000 TXT PTR Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 60933 Zephaniahs-MacBook-Air.local AAAA, cache flush fe80::85a:4740:d8a5:8ac4 A, cache flush 192.168.111.43 NSEC, cache flush Zephaniahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Zephaniahs-MacBook-Air.local OPT","5353","5353","5353","5353","274"
"275","33.705046","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62444","62444","443","443","275"
"276","33.705257","192.168.111.43","104.18.3.115","TCP","66","62444  >  443 [ACK] Seq=1536 Ack=4336 Win=131008 Len=0 TSval=2728349213 TSecr=1450982219","443","443","62444","62444","276"
"277","33.786105","6a:40:3f:1e:c4:aa","Broadcast","ARP","42","Who has 192.168.111.191? Tell 192.168.111.153","","","","","277"
"278","34.098623","192.168.111.204","224.0.0.251","MDNS","200","Standard query 0x0000 ANY 3EFFDC0B-4B04-4C58-8879-372D28370F7F._asquic._udp.local, ""QM"" question ANY Isabels-iPhone.local, ""QM"" question SRV 0 0 60073 Isabels-iPhone.local AAAA fe80::14ba:b66a:801a:9626 A 192.168.111.204","5353","5353","5353","5353","278"
"279","34.202248","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62444","62444","443","443","279"
"280","34.202485","192.168.111.43","104.18.3.115","TCP","66","62444  >  443 [ACK] Seq=1536 Ack=4371 Win=131072 Len=0 TSval=2728349710 TSecr=1450982637","443","443","62444","62444","280"
"281","34.791542","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.220? Tell 192.168.111.75","","","","","281"
