"No.","Time","Source","Destination","Protocol","Length","Info","dest (r)","dest(u)","src (r)","src(u)","New Column"
"161","19.549595","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4020 Win=131008 Len=0 TSval=2400260375 TSecr=3518549769","443","443","51678","51678","161"
"162","19.962561","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","162"
"163","19.962754","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4055 Win=131008 Len=0 TSval=2400260789 TSecr=3518550185","443","443","51678","51678","163"
"164","20.266514","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.102? Tell 192.168.111.75","","","","","164"
"165","20.368426","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","165"
"166","20.368596","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4090 Win=131008 Len=0 TSval=2400261194 TSecr=3518550605","443","443","51678","51678","166"
"167","20.881277","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.87? Tell 192.168.111.75","","","","","167"
"168","20.881279","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","168"
"169","20.881472","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4125 Win=131008 Len=0 TSval=2400261707 TSecr=3518551023","443","443","51678","51678","169"
"170","21.190680","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","170"
"171","21.190880","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4160 Win=131008 Len=0 TSval=2400262017 TSecr=3518551443","443","443","51678","51678","171"
"172","21.598732","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","172"
"173","21.598824","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4195 Win=131008 Len=0 TSval=2400262425 TSecr=3518551862","443","443","51678","51678","173"
"174","21.802575","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.136? Tell 192.168.111.75","","","","","174"
"175","22.109900","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.87? Tell 192.168.111.75","","","","","175"
"176","22.109906","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","176"
"177","22.110129","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4230 Win=131008 Len=0 TSval=2400262936 TSecr=3518552281","443","443","51678","51678","177"
"178","22.423253","192.168.111.52","224.0.0.251","MDNS","420","Standard query response 0x0000 PTR Savanah Lares._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 56137 Savanah-Lares.local AAAA, cache flush fe80::10d4:e001:ecce:ce05 A, cache flush 192.168.111.52 NSEC, cache flush Savanah Lares._companion-link._tcp.local NSEC, cache flush Savanah-Lares.local","5353","5353","5353","5353","178"
"179","22.531048","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","179"
"180","22.531262","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4265 Win=131008 Len=0 TSval=2400263357 TSecr=3518552702","443","443","51678","51678","180"
"181","22.724907","192.168.111.102","224.0.0.251","MDNS","433","Standard query response 0x0000 PTR Savanahâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::104a:8c24:10a4:557 A, cache flush 192.168.111.102 SRV, cache flush 0 0 49493 Savanahs-MacBook-Air.local NSEC, cache flush Savanahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Savanahs-MacBook-Air.local","5353","5353","5353","5353","181"
"182","22.927616","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","182"
"183","22.927792","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4300 Win=131008 Len=0 TSval=2400263754 TSecr=3518553123","443","443","51678","51678","183"
"184","23.026497","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.136? Tell 192.168.111.75","","","","","184"
"185","23.084051","ASUSTekCOMPU_1f:de:80","Apple_1c:fe:8a","ARP","42","Who has 192.168.111.43? Tell 192.168.111.1","","","","","185"
"186","23.084184","Apple_1c:fe:8a","ASUSTekCOMPU_1f:de:80","ARP","42","192.168.111.43 is at 3c:a6:f6:1c:fe:8a","","","","","186"
"187","23.252559","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","187"
"188","23.252762","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4335 Win=131008 Len=0 TSval=2400264079 TSecr=3518553543","443","443","51678","51678","188"
"189","23.652106","192.168.111.52","224.0.0.251","MDNS","420","Standard query response 0x0000 PTR Savanah Lares._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 56137 Savanah-Lares.local AAAA, cache flush fe80::10d4:e001:ecce:ce05 A, cache flush 192.168.111.52 NSEC, cache flush Savanah Lares._companion-link._tcp.local NSEC, cache flush Savanah-Lares.local","5353","5353","5353","5353","189"
"190","23.748313","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","190"
"191","23.748511","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4370 Win=131008 Len=0 TSval=2400264574 TSecr=3518553962","443","443","51678","51678","191"
"192","24.159110","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","192"
"193","24.159403","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4405 Win=131072 Len=0 TSval=2400264985 TSecr=3518554383","443","443","51678","51678","193"
"194","24.263221","192.168.111.86","224.0.0.251","MDNS","87","Standard query 0x0000 ANY LaptopHF6._dosvc._tcp.local, ""QM"" question","5353","5353","5353","5353","194"
"195","24.567324","192.168.111.86","224.0.0.251","MDNS","427","Standard query response 0x0000 PTR, cache flush LaptopHF6._dosvc._tcp.local SRV, cache flush 0 0 7680 LaptopHF6.local TXT, cache flush A, cache flush 192.168.111.86 AAAA, cache flush fe80::dee1:d0ae:5fcd:d3bf","5353","5353","5353","5353","195"
"196","24.567364","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","196"
"197","24.567717","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4440 Win=131072 Len=0 TSval=2400265394 TSecr=3518554801","443","443","51678","51678","197"
"198","24.877046","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.204? Tell 192.168.111.75","","","","","198"
"199","24.975283","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","199"
"200","24.975547","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4475 Win=131072 Len=0 TSval=2400265801 TSecr=3518555222","443","443","51678","51678","200"
"201","25.195629","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.202? Tell 192.168.111.75","","","","","201"
"202","25.385622","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","202"
"203","25.385867","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4510 Win=131072 Len=0 TSval=2400266212 TSecr=3518555641","443","443","51678","51678","203"
"204","25.494192","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.204? Tell 192.168.111.75","","","","","204"
"205","25.795867","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.19? Tell 192.168.111.75","","","","","205"
"206","25.795869","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","206"
"207","25.795870","104.17.107.108","192.168.111.43","TLSv1.2","481","Application Data","51364","51364","443","443","207"
"208","25.796151","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4545 Win=131072 Len=0 TSval=2400266622 TSecr=3518556061","443","443","51678","51678","208"
"209","25.796155","192.168.111.43","104.17.107.108","TCP","66","51364  >  443 [ACK] Seq=1 Ack=416 Win=2048 Len=0 TSval=1260810212 TSecr=1071704440","443","443","51364","51364","209"
"210","25.796371","192.168.111.43","104.17.107.108","TLSv1.2","419","Application Data","443","443","51364","51364","210"
"211","25.828098","104.17.107.108","192.168.111.43","TCP","66","443  >  51364 [ACK] Seq=416 Ack=354 Win=16 Len=0 TSval=1071704461 TSecr=1260810212","51364","51364","443","443","211"
"212","26.103133","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.246? Tell 192.168.111.75","","","","","212"
"213","26.205255","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","213"
"214","26.205586","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4580 Win=131072 Len=0 TSval=2400267031 TSecr=3518556481","443","443","51678","51678","214"
"215","26.411569","192.168.111.102","224.0.0.251","MDNS","433","Standard query response 0x0000 PTR Savanahâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::104a:8c24:10a4:557 A, cache flush 192.168.111.102 SRV, cache flush 0 0 49493 Savanahs-MacBook-Air.local NSEC, cache flush Savanahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Savanahs-MacBook-Air.local","5353","5353","5353","5353","215"
"216","26.821124","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","216"
"217","26.821446","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4615 Win=131072 Len=0 TSval=2400267647 TSecr=3518556901","443","443","51678","51678","217"
"218","27.025093","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.62? Tell 192.168.111.75","","","","","218"
"219","27.132824","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","219"
"220","27.133120","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4650 Win=131072 Len=0 TSval=2400267959 TSecr=3518557322","443","443","51678","51678","220"
"221","27.537453","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","221"
"222","27.537756","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4685 Win=131072 Len=0 TSval=2400268364 TSecr=3518557743","443","443","51678","51678","222"
"223","27.635127","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.62? Tell 192.168.111.75","","","","","223"
"224","27.946048","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.44? Tell 192.168.111.75","","","","","224"
"225","27.946049","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","225"
"226","27.946374","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4720 Win=131072 Len=0 TSval=2400268772 TSecr=3518558163","443","443","51678","51678","226"
"227","28.257317","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.46? Tell 192.168.111.75","","","","","227"
"228","28.355065","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","228"
"229","28.355344","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4755 Win=131072 Len=0 TSval=2400269181 TSecr=3518558583","443","443","51678","51678","229"
"230","28.562086","192.168.111.93","224.0.0.251","MDNS","343","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _rfb._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question OPT","5353","5353","5353","5353","230"
"231","28.772039","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","231"
"232","28.772357","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4790 Win=131072 Len=0 TSval=2400269598 TSecr=3518559002","443","443","51678","51678","232"
"233","28.866880","fe80::1c67:9a0a:2034:3493","ff02::fb","MDNS","363","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _rfb._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question OPT","5353","5353","5353","5353","233"
"234","29.172452","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.62? Tell 192.168.111.75","","","","","234"
"235","29.175100","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","235"
"236","29.175404","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4825 Win=131072 Len=0 TSval=2400270001 TSecr=3518559423","443","443","51678","51678","236"
"237","29.485266","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.149? Tell 192.168.111.75","","","","","237"
"238","29.590105","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","238"
"239","29.590404","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4860 Win=131072 Len=0 TSval=2400270416 TSecr=3518559842","443","443","51678","51678","239"
"240","29.786557","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.46? Tell 192.168.111.75","","","","","240"
"241","29.993940","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","241"
"242","29.994238","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4895 Win=131072 Len=0 TSval=2400270820 TSecr=3518560263","443","443","51678","51678","242"
"243","30.094891","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.184? Tell 192.168.111.75","","","","","243"
"244","30.403632","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.149? Tell 192.168.111.75","","","","","244"
"245","30.508488","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","245"
"246","30.508783","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4930 Win=131072 Len=0 TSval=2400271335 TSecr=3518560681","443","443","51678","51678","246"
"247","30.817778","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.86? Tell 192.168.111.75","","","","","247"
"248","30.915295","104.18.2.115","192.168.111.43","TLSv1.3","101","Application Data","51678","51678","443","443","248"
"249","30.915578","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=4965 Win=131072 Len=0 TSval=2400271742 TSecr=3518561112","443","443","51678","51678","249"
"250","31.017309","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.184? Tell 192.168.111.75","","","","","250"
"251","31.064985","104.18.2.115","192.168.111.43","TLSv1.3","1457","Application Data","51678","51678","443","443","251"
"252","31.065156","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=6356 Win=129664 Len=0 TSval=2400271891 TSecr=3518561356","443","443","51678","51678","252"
"253","31.067518","104.18.2.115","192.168.111.43","TLSv1.3","1457","Application Data","51678","51678","443","443","253"
"254","31.067520","104.18.2.115","192.168.111.43","TLSv1.3","1514","Application Data","51678","51678","443","443","254"
"255","31.067521","104.18.2.115","192.168.111.43","TLSv1.3","1199","Application Data","51678","51678","443","443","255"
"256","31.067523","104.18.2.115","192.168.111.43","TLSv1.3","93","Application Data","51678","51678","443","443","256"
"257","31.067591","192.168.111.43","104.18.2.115","TCP","66","51678  >  443 [ACK] Seq=1548 Ack=10355 Win=127040 Len=0 TSval=2400271894 TSecr=3518561356","443","443","51678","51678","257"
"258","31.068142","192.168.111.43","104.18.2.115","TCP","66","[TCP Window Update] 51678  >  443 [ACK] Seq=1548 Ack=10355 Win=131072 Len=0 TSval=2400271894 TSecr=3518561356","443","443","51678","51678","258"
"259","31.328039","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.60? Tell 192.168.111.75","","","","","259"
"260","31.636413","192.168.111.162","224.0.0.251","MDNS","122","Standard query 0x0000 PTR _airplay-bds._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _raop._tcp.local, ""QM"" question PTR _raop._tcp.local, ""QM"" question","5353","5353","5353","5353","260"
"261","32.250108","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.10? Tell 192.168.111.75","","","","","261"
"262","32.563251","192.168.111.162","224.0.0.251","MDNS","122","Standard query 0x0000 PTR _airplay-bds._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _raop._tcp.local, ""QM"" question PTR _raop._tcp.local, ""QM"" question","5353","5353","5353","5353","262"
"263","32.865359","fe80::1ce2:6ce9:d2ee:2d","ff02::fb","MDNS","142","Standard query 0x0000 PTR _airplay-bds._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _raop._tcp.local, ""QM"" question PTR _raop._tcp.local, ""QM"" question","5353","5353","5353","5353","263"
"264","33.173017","192.168.111.153","224.0.0.251","MDNS","175","Standard query 0x0000 SRV HP Color LaserJet Pro M252dw (12DD9F)._ipps._tcp.local, ""QM"" question TXT HP Color LaserJet Pro M252dw (12DD9F)._ipps._tcp.local, ""QM"" question SRV HP Color LaserJet Pro M252dw (12DD9F)._ipp._tcp.local, ""QM"" question TXT HP Color LaserJet Pro M252dw (12DD9F)._ipp._tcp.local, ""QM"" question","5353","5353","5353","5353","264"
